time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-20T08:03:12.690Z,35.689,-117.5265,6.97,2.86,ml,38,49,0.07529,0.17,ci,ci38609239,2019-07-20T15:39:45.983Z,"14km SW of Searles Valley, CA",earthquake,0.2,0.58,0.124,25,automatic,ci,ci
2019-07-20T02:43:17.190Z,35.7833333,-117.624,5.79,2.65,ml,34,47,0.03885,0.23,ci,ci38607719,2019-07-20T03:04:31.169Z,"19km NNE of Ridgecrest, CA",earthquake,0.27,0.88,0.187,25,automatic,ci,ci
2019-07-20T02:38:43.350Z,35.8818333,-117.686,4.18,3.67,mw,60,18,0.07199,0.15,ci,ci38607695,2019-08-28T22:02:14.040Z,"21km ESE of Little Lake, CA",earthquake,0.1,0.3,,6,reviewed,ci,ci
2019-07-20T02:36:15.540Z,35.9076667,-117.72,4.98,2.8,ml,30,58,0.08955,0.18,ci,ci38607671,2019-07-20T02:58:18.798Z,"17km E of Little Lake, CA",earthquake,0.23,1.33,0.156,26,automatic,ci,ci
2019-07-19T23:33:45.390Z,35.652,-117.4918333,8.72,3.47,ml,58,34,0.05227,0.16,ci,ci38606951,2019-07-23T04:49:47.040Z,"15km SSW of Searles Valley, CA",earthquake,0.12,0.29,0.153,267,reviewed,ci,ci
2019-07-19T17:55:18.340Z,35.8318333,-117.6603333,5.47,2.53,ml,32,39,0.05352,0.2,ci,ci38605447,2019-07-19T18:06:09.060Z,"24km N of Ridgecrest, CA",earthquake,0.23,0.84,0.197,25,automatic,ci,ci
2019-07-19T17:11:33.510Z,35.3821667,-117.831,1.83,2.6,ml,44,40,0.1151,0.2,ci,ci38605263,2019-07-19T18:49:53.333Z,"18km W of Johannesburg, CA",earthquake,0.25,0.62,0.155,26,automatic,ci,ci
2019-07-19T16:50:51.240Z,36.1946667,-117.8888333,2.12,2.83,ml,27,61,0.08169,0.2,ci,ci38605175,2019-07-19T17:24:08.817Z,"14km SE of Olancha, CA",earthquake,0.4,0.75,0.175,26,automatic,ci,ci
2019-07-19T16:16:58.420Z,35.7156667,-117.4955,4.41,3.51,mlr,57,47,0.07721,0.16,ci,ci38605023,2019-09-29T13:20:33.040Z,"10km SW of Searles Valley, CA",earthquake,0.11,0.34,0.136,153,reviewed,ci,ci
2019-07-19T13:52:21.920Z,36.1106667,-117.8395,1.84,3.43,mw,20,52,0.1303,0.11,ci,ci38604199,2019-08-13T07:30:28.040Z,"12km NE of Coso Junction, CA",earthquake,0.18,0.37,,4,reviewed,ci,ci
2019-07-19T13:14:26.670Z,35.8938333,-117.6845,2.61,3.47,mw,57,22,0.06065,0.17,ci,ci38603967,2019-08-30T06:37:48.040Z,"21km ESE of Little Lake, CA",earthquake,0.11,0.25,,4,reviewed,ci,ci
2019-07-19T12:58:58.280Z,35.6238333,-117.5738333,7.94,3.23,ml,61,25,0.004244,0.15,ci,ci38603871,2019-08-22T12:00:01.040Z,"9km E of Ridgecrest, CA",earthquake,0.11,0.28,0.157,199,reviewed,ci,ci
2019-07-19T12:03:18.810Z,35.656,-117.4488333,6.58,2.62,ml,36,60,0.06664,0.18,ci,ci38603639,2019-07-19T12:07:08.572Z,"13km SSW of Searles Valley, CA",earthquake,0.26,0.72,0.222,25,automatic,ci,ci
2019-07-19T10:47:05.430Z,35.5848333,-117.3568333,4.36,3.65,mw,66,27,0.05718,0.16,ci,ci38603223,2019-08-22T12:04:50.040Z,"20km S of Trona, CA",earthquake,0.13,0.3,,4,reviewed,ci,ci
2019-07-19T10:20:04.340Z,36.1965,-117.8888333,1.47,2.73,ml,26,61,0.08342,0.19,ci,ci38603063,2019-07-19T10:31:16.630Z,"14km SE of Olancha, CA",earthquake,0.33,0.73,0.159,26,automatic,ci,ci
2019-07-19T09:28:26.780Z,36.0733333,-117.847,1.3,2.58,ml,32,53,0.04461,0.16,ci,ci38602807,2019-07-19T09:45:59.217Z,"10km ENE of Coso Junction, CA",earthquake,0.23,0.35,0.164,25,automatic,ci,ci
2019-07-19T09:26:43.870Z,36.0743333,-117.8486667,2.09,3.06,ml,52,53,0.04345,0.16,ci,ci38602799,2019-08-22T11:53:45.040Z,"10km ENE of Coso Junction, CA",earthquake,0.13,0.19,0.117,140,reviewed,ci,ci
2019-07-19T08:50:24.980Z,35.644165,-117.4606705,2.36,2.71,ml,52,39,0.05755,0.17,ci,ci38602647,2019-07-19T09:01:15.600Z,"15km SSW of Searles Valley, CA",earthquake,0.18,0.48,0.243,24,automatic,ci,ci
2019-07-19T07:48:49.030Z,35.929,-117.6838333,2.44,2.51,ml,31,72,0.06699,0.15,ci,ci38602271,2019-07-19T16:19:55.703Z,"20km E of Little Lake, CA",earthquake,0.18,0.35,0.098,25,automatic,ci,ci
2019-07-19T04:11:06.900Z,35.8968333,-117.6845,2.5,2.52,ml,30,38,0.058,0.15,ci,ci38601175,2019-07-19T04:21:55.240Z,"20km ESE of Little Lake, CA",earthquake,0.16,0.3,0.145,25,automatic,ci,ci
2019-07-19T02:52:13.530Z,36.1226667,-117.8261667,2.61,3.34,ml,51,51,0.02378,0.16,ci,ci38600815,2019-08-15T22:05:54.040Z,"14km NE of Coso Junction, CA",earthquake,0.13,0.37,0.132,91,reviewed,ci,ci
2019-07-19T02:36:48.010Z,35.8741667,-117.697,7.5,2.58,ml,33,48,0.0856,0.16,ci,ci38600727,2019-07-19T02:48:01.630Z,"20km ESE of Little Lake, CA",earthquake,0.2,0.7,0.235,25,automatic,ci,ci
2019-07-19T00:19:25.100Z,35.9136667,-117.4365,0.98,3.12,ml,55,39,0.107,0.16,ci,ci38600023,2019-07-23T05:01:58.040Z,"16km N of Searles Valley, CA",earthquake,0.12,0.21,0.146,120,reviewed,ci,ci
2019-07-19T00:01:10.260Z,35.6498337,-117.4670029,0.98,2.96,ml,52,39,0.06332,0.15,ci,ci38599935,2019-08-29T21:25:31.040Z,"14km SSW of Searles Valley, CA",earthquake,0.18,0.42,0.213,23,reviewed,ci,ci
2019-07-18T23:54:32.440Z,36.1113333,-117.8316667,2.07,2.74,ml,29,47,0.01979,0.17,ci,ci38599911,2019-07-19T00:05:48.940Z,"13km NE of Coso Junction, CA",earthquake,0.21,0.34,0.158,25,automatic,ci,ci
2019-07-18T21:46:37.640Z,35.7853333,-117.6253333,6.15,3.81,ml,56,31,0.03784,0.15,ci,ci38599327,2019-08-02T13:45:06.208Z,"19km NNE of Ridgecrest, CA",earthquake,0.11,0.36,0.167,215,reviewed,ci,ci
2019-07-18T20:16:54.760Z,36.1111667,-117.8865,1.56,2.83,ml,22,57,0.02641,0.15,ci,ci38598855,2019-07-19T04:19:28.177Z,"9km NE of Coso Junction, CA",earthquake,0.22,0.33,0.187,27,automatic,ci,ci
2019-07-18T16:43:37.020Z,35.9271667,-117.6846667,2.53,2.59,ml,33,38,0.03467,0.16,ci,ci38597815,2019-07-18T16:54:12.620Z,"20km E of Little Lake, CA",earthquake,0.18,0.4,0.164,26,automatic,ci,ci
2019-07-18T15:49:04.590Z,35.7025,-117.5251667,8.95,2.64,ml,38,51,0.0879,0.18,ci,ci38597535,2019-07-18T15:59:47.230Z,"13km WSW of Searles Valley, CA",earthquake,0.23,0.57,0.21,25,automatic,ci,ci
2019-07-18T14:20:58.700Z,35.6606667,-117.4816667,5.16,2.74,ml,33,64,0.07569,0.12,ci,ci38597047,2019-07-18T16:55:57.781Z,"14km SSW of Searles Valley, CA",earthquake,0.19,0.64,0.118,25,automatic,ci,ci
2019-07-18T11:17:47.870Z,35.9908333,-117.33,2.63,2.7,ml,35,55,0.1066,0.19,ci,ci38596007,2019-07-18T11:47:42.414Z,"26km N of Trona, CA",earthquake,0.26,0.69,0.092,26,automatic,ci,ci
2019-07-18T09:57:16.730Z,35.5605,-117.3863333,2,2.6,ml,34,48,0.03968,0.25,ci,ci38595599,2019-07-18T10:07:51.070Z,"23km S of Trona, CA",earthquake,0.3,0.46,0.17,26,automatic,ci,ci
2019-07-18T08:48:28.080Z,35.8950005,-117.7273331,1.95,2.61,ml,46,36,0.09124,0.17,ci,ci38595231,2019-07-18T08:59:04.730Z,"17km ESE of Little Lake, CA",earthquake,0.19,0.36,0.248,24,automatic,ci,ci
2019-07-18T08:22:02.620Z,36.1075,-117.8916667,4.13,3.05,ml,51,58,0.03146,0.17,ci,ci38595071,2019-08-15T07:11:23.040Z,"9km NE of Coso Junction, CA",earthquake,0.15,0.35,0.133,75,reviewed,ci,ci
2019-07-18T07:44:58.270Z,36.0811667,-117.8665,1.3,2.8,ml,34,55,0.03754,0.19,ci,ci38594839,2019-07-18T07:56:13.120Z,"8km ENE of Coso Junction, CA",earthquake,0.28,0.49,0.279,25,automatic,ci,ci
2019-07-18T06:14:29.400Z,36.1156667,-117.8883333,3.8,3.31,ml,46,57,0.02717,0.16,ci,ci38594383,2019-08-14T08:21:27.040Z,"10km NE of Coso Junction, CA",earthquake,0.14,0.33,0.103,138,reviewed,ci,ci
2019-07-18T05:26:41.640Z,36.1136667,-117.8783333,5.82,2.55,ml,30,56,0.0194,0.15,ci,ci38594095,2019-07-18T05:37:34.150Z,"10km NE of Coso Junction, CA",earthquake,0.25,0.5,0.205,25,automatic,ci,ci
2019-07-18T05:18:11.570Z,36.1151667,-117.8811667,5.2,3.36,ml,57,56,0.02144,0.17,ci,ci38594055,2019-08-14T08:01:46.040Z,"10km NE of Coso Junction, CA",earthquake,0.15,0.37,0.115,105,reviewed,ci,ci
2019-07-18T04:15:37.930Z,36.1075,-117.8913333,3.96,2.86,ml,33,58,0.0312,0.16,ci,ci38593655,2019-07-18T04:26:32.330Z,"9km NE of Coso Junction, CA",earthquake,0.26,0.49,0.15,25,automatic,ci,ci
2019-07-18T04:06:28.700Z,36.1305,-117.8911667,-0.38,2.7,ml,32,58,0.0321,0.36,ci,ci38593583,2019-07-18T12:09:10.652Z,"11km NNE of Coso Junction, CA",earthquake,0.58,31.61,0.218,25,automatic,ci,ci
2019-07-18T04:02:07.920Z,36.1106682,-117.8840027,0.47,3.38,ml,41,54,0.02458,0.2,ci,ci38593567,2019-08-20T00:05:23.040Z,"9km NE of Coso Junction, CA",earthquake,0.28,0.42,0.233,19,automatic,ci,ci
2019-07-18T04:01:32.220Z,36.1138333,-117.8815,2.28,3.43,ml,53,56,0.02189,0.18,ci,ci38593559,2019-08-19T23:07:51.040Z,"10km NE of Coso Junction, CA",earthquake,0.16,0.28,0.187,33,reviewed,ci,ci
2019-07-18T04:00:51.010Z,36.1173333,-117.8781667,5.63,2.84,ml,12,111,0.01887,0.1,ci,ci38593551,2019-08-28T00:35:31.040Z,"10km NE of Coso Junction, CA",earthquake,0.35,0.39,0.103,4,automatic,ci,ci
2019-07-18T03:59:14.870Z,36.1126667,-117.8868333,2.5,4.62,mw,75,54,0.02635,0.19,ci,ci38593535,2019-08-27T22:54:35.040Z,"9km NE of Coso Junction, CA",earthquake,0.13,0.28,,6,reviewed,ci,ci
2019-07-18T03:05:39.350Z,35.631,-117.431,3.82,2.69,ml,35,56,0.03456,0.18,ci,ci38593255,2019-07-18T03:42:50.024Z,"15km S of Searles Valley, CA",earthquake,0.25,0.55,0.186,26,automatic,ci,ci
2019-07-18T03:02:37.870Z,35.616,-117.4558333,10.29,3.24,ml,60,27,0.02989,0.13,ci,ci38593247,2019-09-30T01:56:17.040Z,"18km SSW of Searles Valley, CA",earthquake,0.1,0.18,0.163,110,reviewed,ci,ci
2019-07-18T02:36:31.360Z,35.6326667,-117.4345,6.32,2.83,ml,38,55,0.03356,0.21,ci,ci38593111,2019-07-18T02:47:18.000Z,"15km S of Searles Valley, CA",earthquake,0.28,0.54,0.152,25,automatic,ci,ci
2019-07-18T02:34:59.140Z,35.6205,-117.426,4,2.58,ml,34,53,0.04456,0.15,ci,ci38593095,2019-07-18T02:46:13.500Z,"16km S of Searles Valley, CA",earthquake,0.2,0.44,0.143,25,automatic,ci,ci
2019-07-18T02:33:43.570Z,35.7525,-117.5775,6.68,3.34,ml,60,40,0.06517,0.16,ci,ci38593087,2019-08-19T21:57:00.040Z,"16km W of Searles Valley, CA",earthquake,0.12,0.35,0.17,92,reviewed,ci,ci
2019-07-17T23:18:51.820Z,35.6416667,-117.4715,6.36,2.52,ml,46,51,0.04537,0.15,ci,ci38592095,2019-07-18T18:19:24.560Z,"15km SSW of Searles Valley, CA",earthquake,0.14,0.33,0.209,62,reviewed,ci,ci
2019-07-17T22:41:15.310Z,35.3708333,-117.8423333,2.83,3.24,ml,73,31,0.1032,0.17,ci,ci38591911,2019-07-28T04:37:16.040Z,"19km W of Johannesburg, CA",earthquake,0.12,0.35,0.21,142,reviewed,ci,ci
2019-07-17T22:29:15.770Z,36.1103333,-117.8338333,2.14,2.58,ml,29,55,0.0185,0.16,ci,ci38591847,2019-07-17T22:40:36.580Z,"13km NE of Coso Junction, CA",earthquake,0.22,0.3,0.163,24,automatic,ci,ci
2019-07-17T22:01:35.670Z,35.6456667,-117.447,4.92,3.35,ml,59,39,0.02716,0.14,ci,ci38591663,2019-07-27T05:42:20.040Z,"14km SSW of Searles Valley, CA",earthquake,0.1,0.21,0.152,134,reviewed,ci,ci
2019-07-17T22:01:20.400Z,36.2013333,-117.8921667,1.69,2.73,ml,24,62,0.08887,0.15,ci,ci38591655,2019-07-17T22:04:59.265Z,"14km SE of Olancha, CA",earthquake,0.27,0.58,0.332,25,automatic,ci,ci
2019-07-17T21:49:19.180Z,36.1158333,-117.8366667,2.43,3.87,mw,74,49,0.01483,0.18,ci,ci38591583,2019-07-28T05:12:45.040Z,"13km NE of Coso Junction, CA",earthquake,0.12,0.23,,6,reviewed,ci,ci
2019-07-17T19:54:03.790Z,35.9031667,-117.6926667,2.72,3.36,ml,57,23,0.05631,0.17,ci,ci38590983,2019-08-07T16:53:54.040Z,"20km E of Little Lake, CA",earthquake,0.11,0.31,0.119,101,reviewed,ci,ci
2019-07-17T19:42:31.560Z,35.6536667,-117.4616667,2.53,2.73,ml,18,57,0.03298,0.22,ci,ci37421845,2019-07-17T20:44:12.831Z,"14km SSW of Searles Valley, CA",earthquake,0.3,0.39,0.056,6,reviewed,ci,ci
2019-07-17T19:42:15.090Z,35.6498333,-117.4598333,2.45,3.61,mw,61,38,0.03316,0.18,ci,ci38590903,2019-08-28T23:11:39.040Z,"14km SSW of Searles Valley, CA",earthquake,0.13,0.22,,4,reviewed,ci,ci
2019-07-17T19:02:03.800Z,35.583,-117.42,6.27,2.62,ml,33,47,0.03457,0.24,ci,ci38590679,2019-07-17T19:12:44.430Z,"20km S of Trona, CA",earthquake,0.31,0.67,0.168,25,automatic,ci,ci
2019-07-17T16:46:39.560Z,35.8743333,-117.6808333,4.74,2.82,ml,37,44,0.07746,0.18,ci,ci38589903,2019-07-17T16:57:51.400Z,"22km ESE of Little Lake, CA",earthquake,0.2,0.51,0.156,25,automatic,ci,ci
2019-07-17T15:12:00.020Z,35.8996667,-117.7176667,8.56,3.08,ml,39,34,0.0728,0.24,ci,ci37421821,2019-08-13T21:04:57.040Z,"18km ESE of Little Lake, CA",earthquake,0.24,0.75,0.129,23,reviewed,ci,ci
2019-07-17T15:11:50.890Z,35.8951667,-117.719,8.17,3.31,ml,58,23,0.07662,0.15,ci,ci38589319,2019-08-13T21:04:40.040Z,"18km ESE of Little Lake, CA",earthquake,0.11,0.34,0.164,130,reviewed,ci,ci
2019-07-17T15:07:20.950Z,35.8965,-117.7186667,8.22,3,ml,54,20,0.07552,0.14,ci,ci38589287,2019-07-29T03:32:24.040Z,"18km ESE of Little Lake, CA",earthquake,0.11,0.31,0.155,73,reviewed,ci,ci
2019-07-17T14:48:46.950Z,35.6823333,-117.472,5.71,3.08,ml,55,36,0.04293,0.14,ci,ci38589175,2019-08-15T06:44:47.040Z,"11km SSW of Searles Valley, CA",earthquake,0.11,0.38,0.146,82,reviewed,ci,ci
2019-07-17T13:24:40.760Z,35.9288333,-117.6838333,2.24,2.68,ml,36,38,0.03315,0.18,ci,ci38588591,2019-07-17T13:35:29.550Z,"20km E of Little Lake, CA",earthquake,0.19,0.38,0.125,26,automatic,ci,ci
2019-07-17T12:57:33.460Z,35.9271667,-117.6813333,3.13,3.04,ml,41,39,0.03254,0.16,ci,ci38588455,2019-08-14T06:55:22.040Z,"20km E of Little Lake, CA",earthquake,0.14,0.41,0.169,85,reviewed,ci,ci
2019-07-17T12:11:09.990Z,35.6705,-117.4168333,8.76,2.67,ml,39,70,0.007739,0.19,ci,ci38588111,2019-07-17T17:46:39.387Z,"11km S of Searles Valley, CA",earthquake,0.26,0.55,0.138,24,automatic,ci,ci
2019-07-17T09:46:06.550Z,35.6485,-117.4533333,2.41,2.58,ml,31,58,0.02929,0.15,ci,ci38587239,2019-07-17T15:28:56.335Z,"14km SSW of Searles Valley, CA",earthquake,0.21,0.33,0.125,25,automatic,ci,ci
2019-07-17T05:49:52.290Z,35.8568344,-117.685997,3.68,3.07,ml,45,40,0.08018,0.16,ci,ci38586063,2019-08-21T06:10:55.040Z,"22km ESE of Little Lake, CA",earthquake,0.18,0.61,0.246,23,automatic,ci,ci
2019-07-17T05:16:00.810Z,35.6213333,-117.422,2.66,2.6,ml,32,92,0.04371,0.17,ci,ci38585935,2019-07-17T05:27:11.400Z,"16km S of Searles Valley, CA",earthquake,0.25,0.31,0.134,26,automatic,ci,ci
2019-07-17T03:45:58.870Z,36.1213333,-117.8861667,5.04,2.91,ml,52,57,0.02562,0.17,ci,ci38585423,2019-07-17T17:47:40.045Z,"10km NNE of Coso Junction, CA",earthquake,0.15,0.4,0.135,59,reviewed,ci,ci
2019-07-17T03:23:27.970Z,36.1166667,-117.8901667,3.38,3.48,mlr,68,54,0.0286,0.19,ci,ci38585311,2019-08-28T00:28:38.040Z,"10km NNE of Coso Junction, CA",earthquake,0.13,0.34,0.105,99,reviewed,ci,ci
2019-07-17T03:22:49.540Z,36.1184998,-117.8899994,3.49,3.16,ml,50,55,0.02847,0.2,ci,ci38585303,2019-08-19T22:34:22.040Z,"10km NNE of Coso Junction, CA",earthquake,0.22,0.51,0.292,22,reviewed,ci,ci
2019-07-17T03:08:29.050Z,35.6831667,-117.533,8.65,2.65,ml,34,56,0.06771,0.15,ci,ci38585215,2019-07-17T03:19:25.410Z,"15km ENE of Ridgecrest, CA",earthquake,0.19,0.53,0.122,25,automatic,ci,ci
2019-07-17T02:36:29.920Z,36.1148333,-117.8833333,4.32,3.23,ml,53,56,0.02322,0.16,ci,ci38585063,2019-08-18T23:23:47.040Z,"10km NE of Coso Junction, CA",earthquake,0.13,0.29,0.136,91,reviewed,ci,ci
2019-07-17T02:35:27.440Z,36.1195,-117.8871667,4.84,3.07,ml,53,58,0.02623,0.16,ci,ci38585055,2019-07-29T03:04:23.040Z,"10km NNE of Coso Junction, CA",earthquake,0.16,0.4,0.14,68,reviewed,ci,ci
2019-07-17T02:30:50.780Z,36.1136667,-117.8815,5.2,2.73,ml,14,118,0.02192,0.13,ci,ci38585039,2019-07-17T14:18:05.158Z,"10km NE of Coso Junction, CA",earthquake,0.37,0.49,0.038,5,automatic,ci,ci
2019-07-17T02:29:07.380Z,36.1163333,-117.8843333,4.83,4.36,mw,71,53,0.0239,0.19,ci,ci38585023,2019-08-20T22:25:03.040Z,"10km NE of Coso Junction, CA",earthquake,0.13,0.38,,6,reviewed,ci,ci
2019-07-17T01:47:24.810Z,35.6231667,-117.4748333,8.21,3.11,ml,50,29,0.02763,0.15,ci,ci38584855,2019-08-20T22:23:33.040Z,"17km SSW of Searles Valley, CA",earthquake,0.14,0.28,0.133,95,reviewed,ci,ci
2019-07-17T01:06:11.710Z,35.8593333,-117.6926667,4.67,2.55,ml,30,48,0.07753,0.23,ci,ci38584663,2019-07-17T01:37:20.887Z,"21km ESE of Little Lake, CA",earthquake,0.27,0.79,0.101,25,automatic,ci,ci
2019-07-17T00:53:16.170Z,35.6211667,-117.4345,7.72,3.32,ml,60,31,0.0413,0.14,ci,ci38584607,2019-08-20T22:22:25.040Z,"16km S of Searles Valley, CA",earthquake,0.11,0.27,0.129,286,reviewed,ci,ci
2019-07-16T22:50:40.720Z,36.0668333,-117.8383333,0.88,2.59,ml,28,52,0.05238,0.16,ci,ci38584079,2019-07-17T01:14:43.304Z,"10km ENE of Coso Junction, CA",earthquake,0.21,0.39,0.111,25,automatic,ci,ci
2019-07-16T22:38:43.160Z,35.7761667,-117.5878333,2.68,2.65,ml,35,64,0.04026,0.18,ci,ci38583991,2019-07-16T22:49:48.520Z,"17km W of Searles Valley, CA",earthquake,0.23,0.51,0.16,25,automatic,ci,ci
2019-07-16T21:06:21.440Z,35.8791667,-117.6915,7.52,3.05,ml,55,17,0.07628,0.15,ci,ci38583551,2019-07-26T00:33:37.040Z,"20km ESE of Little Lake, CA",earthquake,0.11,0.37,0.142,66,reviewed,ci,ci
2019-07-16T20:17:51.600Z,35.5498333,-117.4305,3.19,2.76,ml,21,43,0.04479,0.2,ci,ci37421765,2019-07-17T00:31:48.497Z,"24km ESE of Ridgecrest, CA",earthquake,0.23,0.34,0.117,7,reviewed,ci,ci
2019-07-16T20:15:59.040Z,35.678,-117.5176667,6.48,3.6,ml,21,63,0.06981,0.21,ci,ci37421757,2019-08-17T17:47:19.040Z,"14km SW of Searles Valley, CA",earthquake,0.28,0.91,0.127,4,reviewed,ci,ci
2019-07-16T20:15:36.800Z,35.7835,-117.6153333,3.59,4.47,mw,81,31,0.03528,0.21,ci,ci38583335,2019-08-28T15:42:40.040Z,"19km NNE of Ridgecrest, CA",earthquake,0.12,0.35,,6,reviewed,ci,ci
2019-07-16T19:23:50.120Z,36.1923333,-117.8885,1.85,2.72,ml,27,61,0.07941,0.15,ci,ci38583095,2019-07-16T21:53:12.323Z,"14km SE of Olancha, CA",earthquake,0.27,0.58,0.142,25,automatic,ci,ci
2019-07-16T19:11:48.950Z,36.0251667,-117.8716667,1.85,2.53,ml,35,54,0.02309,0.17,ci,ci38583015,2019-07-17T14:16:45.576Z,"7km ESE of Coso Junction, CA",earthquake,0.24,0.33,0.192,25,automatic,ci,ci
2019-07-16T18:36:26.780Z,35.7383333,-117.5585,8.53,2.69,ml,36,57,0.0835,0.17,ci,ci38582815,2019-07-16T18:47:14.720Z,"14km WSW of Searles Valley, CA",earthquake,0.21,0.63,0.143,26,automatic,ci,ci
2019-07-16T17:05:45.040Z,36.2036667,-117.8958333,1.13,2.9,ml,32,62,0.09209,0.16,ci,ci38582311,2019-07-17T14:17:39.233Z,"13km SE of Olancha, CA",earthquake,0.27,0.69,0.106,26,automatic,ci,ci
2019-07-16T15:59:52.030Z,35.8068333,-117.626,5.9,2.94,ml,45,34,0.0248,0.15,ci,ci38581967,2019-07-16T20:24:39.600Z,"20km WNW of Searles Valley, CA",earthquake,0.12,0.39,0.168,77,reviewed,ci,ci
2019-07-16T15:57:04.410Z,36.1013333,-117.823,2.16,2.96,ml,51,26,0.03047,0.16,ci,ci38581959,2019-07-20T22:04:32.040Z,"13km ENE of Coso Junction, CA",earthquake,0.13,0.21,0.144,70,reviewed,ci,ci
2019-07-16T14:38:46.020Z,35.989,-117.411,0.89,3.46,ml,65,38,0.09348,0.2,ci,ci38581455,2019-07-24T21:24:11.040Z,"25km N of Searles Valley, CA",earthquake,0.13,0.28,0.111,109,reviewed,ci,ci
2019-07-16T14:02:10.810Z,36.1198333,-117.8223333,2.31,2.64,ml,27,50,0.02643,0.16,ci,ci38581239,2019-07-16T14:12:46.550Z,"14km NE of Coso Junction, CA",earthquake,0.23,0.36,0.165,26,automatic,ci,ci
2019-07-16T13:16:50.230Z,35.6586685,-117.4736633,4.14,3.08,ml,55,65,0.07261,0.14,ci,ci38580911,2019-07-24T20:30:46.040Z,"14km SSW of Searles Valley, CA",earthquake,0.18,0.66,0.224,20,reviewed,ci,ci
2019-07-16T13:16:17.360Z,35.6313333,-117.4255,3.47,2.57,ml,32,75,0.05381,0.15,ci,ci38580903,2019-07-16T13:26:59.710Z,"15km S of Searles Valley, CA",earthquake,0.27,0.72,0.148,25,automatic,ci,ci
2019-07-16T10:57:49.870Z,35.5716667,-117.4428333,2.76,2.6,ml,30,68,0.02164,0.15,ci,ci38580143,2019-07-16T11:08:46.900Z,"22km ESE of Ridgecrest, CA",earthquake,0.25,0.42,0.161,25,automatic,ci,ci
2019-07-16T10:52:32.670Z,35.5973333,-117.3715,5.88,3.48,mlr,61,25,0.06943,0.16,ci,ci38580111,2019-08-22T11:14:55.040Z,"19km S of Trona, CA",earthquake,0.13,0.33,0.162,147,reviewed,ci,ci
2019-07-16T09:42:34.540Z,35.7936667,-117.6228333,2.69,2.76,ml,41,33,0.03015,0.2,ci,ci38579815,2019-07-16T17:04:41.050Z,"20km NNE of Ridgecrest, CA",earthquake,0.17,0.36,0.125,33,reviewed,ci,ci
2019-07-16T09:42:12.640Z,35.9498333,-117.6776667,0.76,2.51,ml,26,47,0.1113,0.21,ci,ci38579807,2019-07-16T09:46:00.981Z,"21km E of Little Lake, CA",earthquake,0.27,0.55,0.216,25,automatic,ci,ci
2019-07-16T08:42:27.860Z,35.5433333,-117.3801667,2.42,2.69,ml,29,73,0.02234,0.16,ci,ci38579535,2019-07-16T09:07:19.196Z,"25km S of Trona, CA",earthquake,0.28,0.44,0.16,26,automatic,ci,ci
2019-07-16T08:39:47.100Z,35.5841675,-117.6198349,5.91,2.68,ml,49,48,0.1161,0.16,ci,ci38579511,2019-07-16T21:37:14.906Z,"6km SE of Ridgecrest, CA",earthquake,0.17,0.79,0.205,24,automatic,ci,ci
2019-07-16T07:51:09.820Z,35.6735,-117.538,9.42,2.89,ml,31,60,0.1065,0.12,ci,ci38579271,2019-07-16T07:55:02.387Z,"14km ENE of Ridgecrest, CA",earthquake,0.19,0.52,0.115,24,automatic,ci,ci
2019-07-16T05:29:42.670Z,36.0576667,-117.8565,2.24,2.7,ml,26,53,0.0569,0.18,ci,ci38578575,2019-07-17T14:17:31.767Z,"8km E of Coso Junction, CA",earthquake,0.3,0.41,0.158,26,automatic,ci,ci
2019-07-16T05:26:52.710Z,35.7923333,-117.6245,3.07,3.55,ml,55,30,0.03205,0.17,ci,ci38578567,2019-09-02T11:05:10.040Z,"20km NNE of Ridgecrest, CA",earthquake,0.11,0.24,0.121,152,reviewed,ci,ci
2019-07-16T04:52:28.230Z,35.876,-117.6795,4.54,2.97,ml,54,20,0.07554,0.15,ci,ci38578455,2019-08-19T01:44:09.040Z,"22km ESE of Little Lake, CA",earthquake,0.11,0.32,0.14,73,reviewed,ci,ci
2019-07-16T03:35:48.790Z,35.6595,-117.4468333,11.07,2.81,ml,28,68,0.07391,0.17,ci,ci38578079,2019-07-16T03:46:25.710Z,"13km SSW of Searles Valley, CA",earthquake,0.31,0.51,0.2,25,automatic,ci,ci
2019-07-16T03:32:11.650Z,35.852,-117.675,8.06,3.21,ml,57,21,0.07262,0.15,ci,ci38578055,2019-08-19T21:23:11.040Z,"23km ESE of Little Lake, CA",earthquake,0.11,0.33,0.208,92,reviewed,ci,ci
2019-07-16T03:12:10.110Z,36.1963333,-117.8925,1.97,2.83,ml,23,94,0.08429,0.15,ci,ci38577951,2019-07-16T03:23:01.800Z,"14km SE of Olancha, CA",earthquake,0.4,0.71,0.175,26,automatic,ci,ci
2019-07-16T02:47:05.040Z,35.6321667,-117.4303333,4.82,3.8,mw,62,37,0.03333,0.15,ci,ci38577831,2019-08-27T23:04:32.040Z,"15km S of Searles Valley, CA",earthquake,0.12,0.24,,6,reviewed,ci,ci
2019-07-16T02:35:52.760Z,35.8684998,-117.7056656,6.69,2.96,ml,45,39,0.07676,0.24,ci,ci38577799,2019-08-28T00:30:02.040Z,"20km ESE of Little Lake, CA",earthquake,0.27,0.63,0.202,23,reviewed,ci,ci
